record_id,source_system,customer_id,customer_name,customer_email,phone_raw,age_raw,gender_raw,signup_date_raw,order_id,order_date_raw,ship_date_raw,delivery_date_raw,customer_timezone,country_raw,city_raw,postal_code_raw,product_category_raw,product_name_raw,sku_raw,quantity_raw,unit_price_raw,currency_raw,discount_raw,shipping_cost_raw,item_weight_raw,payment_method_raw,order_status_raw,returned_flag_raw,return_reason_raw,satisfaction_score_raw,loyalty_points_raw,site_visits_last30_raw,support_tickets_90d_raw,distance_to_warehouse_km_raw,campaign_source_raw,customer_segment_raw,support_ticket_date_raw,complaint_text_raw,ingestion_batch,data_source_note
GM-00162,Partner API,CUST-000289,Jürgen Wilson,jrgen.wilson56@outlook.com,+1 (4) 153-5977,18,male,2023/12/18,ORD-1WJX3XYR,07 Mar 2024,10-03-2024,30 Mar 2024,JST,switzerland,Lausanne,0000,Clothing,Running Shoes,sku_484532,1 pcs,75.48,CHF,12.6%,26.24 ,6.261,debit-card,Completed,No,,4,853,8,1,539.01,NA,Regular,08-Apr-2024 00:00,The size chart didnâ€™t match.,batch_A_utf8,Currency conversion not yet standardized.
GM-01627,web,CUST-000745,SØREN GARCIA,sren.garcia467@hotmail.com,+63 919 823 2128,26,male,22 Apr 2022,ORD-AWMMYZQG,19-Jul-2025 00:00,-,2025-08-02,America/New_York,Philippines,Cebu City,78723,beauty,Sunscreen SPF50,SKU-BEA-5151,2,"₱6,853.87",PHP,20.2%,1614.47,5.881,card,complete,No,-,2,844,2,0,6.38,none,Occasional,2025/09/06,N/A,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00768,Call Center,CUST-000635,RenÃ©e Kowalski,rene.kowalski605@hotmail.com,+81-87-2385-6132,60,Prefer not to say,2022/06/12,ORD-ZFCQTI8I,2025-07-12,07/15/2025,16/07/25,PST,Australia,Brisbane,0000,Elec.,Smart Watch,SKU-ELE-5014,4,AUD 405.19,AUD,9.6%,11.91,unknown,ATM card,Completed,No,NA,2,516,13,2,25000,AFF,OCC,N/A,Entrega atrasada em SÃ£o Paulo.,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00583,in-store,CUST-000157,Liam Lee,liam.lee343@gmail.com,None,25,female,"Apr 05, 2024",ORD-GDTVGEKF,03/24/2026 12:00 AM,03-04-2026,2026-04-19,UTC+8,,Pasig,N/A,beauty,Vitamin C Serum,SKU-BEA-6865,2,2497.41,PHP,8.8%,1629.21,N/A,cod,on the way,No,NA,2,299,24,1,38.03,Organic,Occasional Buyer,"May 28, 2026",El producto llegÃ³ tarde.,api_stream_v2,Some returns are recorded only in support tickets.
GM-01855,mobile,CUST-000838,Siti Kowalski,siti.kowalski996@gmai.com,+41 62 092 07 54,20,Female,11/28/2020,ORD-HMKVJUGA,07/13/2024 12:00 AM,11/07/24,2024-07-08,America/New_York,Singapore,Singapore,6528,FASHN,Linen Dress,sku_999141,3,11.50,CAD,6.5%,C$15.76,N/A,Pay Pal,delivered,No,,2,280,13,0,16.31,Influencer,at-risk,2/30/25,-,batch_B_latin1,Currency conversion not yet standardized.
GM-01922,WEB,CUST-000228,Olivia Reyes,olivia.reyes955@hotmail.com,+41 60 544 54 31,71,,10/09/2022,ORD-K7R5MBQ8,03/28/2024,2024-03-31,45399,JST,France,Nice,,Electronics,Bluetooth Speaker,SKU-ELE-5515,5,313.54,EUR,6.9%,€11.13,0.507,VISA/MC,Delivered,No,none,5,328,7,2,462.87,google,,25-May-2024 00:00,Customer can’t access return portal.,batch_C_windows1252,Dates came from mixed regional settings.
GM-01626,web,CUST-001054,Isabella Dela Cruz,isabella.dela.cruz279@company.com,+81-18-2502-8256,unknown,male,29-03-2024,ORD-JEFNOKHD,08/29/2024,2024-08-31,09/10/2024,JST,australia,Brisbane,73207,BEAUTY,Vitamin C Serum,SKU-BEA-8280,2,193.50,-,1.0%,"44,91",6.45 kg,COD,RETURN,Y,-,1,209,8,None,613.42,facebook,V.I.P.,09/16/2024,Entrega atrasada em SÃ£o Paulo.,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01620,WEB,CUST-000179,Ava Wilson,ava.wilson444@example..com,+63 995 630 6817,54,unknown,?,ORD-ML76DSYI,2025/12/03,2025/12/05,18-Dec-2025 00:00,America/New_York,Philippines,Makati,5592,Fitness,Yoga Mat,?,1,"10.940,62",PHP,5.9%,₱874.59,7058 g,GCASH,RMA,1,Duplicate order,1,799,13,0,7.54,Email Campaign,Regular,23-Jan-2026 00:00,Received wrong color.,batch_B_latin1,Some returns are recorded only in support tickets.
GM-00893,Partner API,CUST-001341,NULL,mateo.johnson987@example..com,+41 13 951 75 14,59,F,?,ORD-G0XN7JQ3,01/10/25,29/09/25,09/27/2025,,AU,Perth,0000,ELECTRONICS,Wireless Mouse,SKU-ELE-4616,1,NULL,AUD,20%,9.68,6.600,PayPal,Delivered,No,NA,2,263,15,0,701.54,Influencer,occasional,2025-11-18 00:00,-,batch_C_windows1252,Dates came from mixed regional settings.
GM-00744,WEB,CUST-000961,Sofia Smith,sofia.smith459@outlook.com,+1 (1) 750-0568,56,male,05/16/2022,ORD-O8WRNKNX,2024/04/14,0000-00-00,2024-05-19,America/New_York,Japan,unknown,0000,Fashion,Running Shoes,sku_743942,-1,9618.41,JPY,1%,2182.80,2.002,cash delivery,returned,Y,changed_mind,3,NULL,15,0,710.72,,new customer,11-05-2024,na,batch_C_windows1252,Currency conversion not yet standardized.
GM-01491,APP,CUST-000173,Noah FranÃ§ois,noah.franois383@gmail.com,+63 964 663 9717,24,NB,01-12-2022,ORD-PAEO39ZX,"Sep 01, 2025",02-Sep-2025 00:00,09/04/2025,EST,Germany,Hamburg,9691,FASHN,Cotton Polo Shirt,FA 158,4,192.19,EUR,ten percent,2.10,6.776,Bank Transfer,ok,No,,5,319,12,0,743.34,none,churn risk,11/03/2025 12:00 AM,Missing manual in box.,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-01375,Mobile App,CUST-001106,Lucas Johnson,?,+1 (3) 645-1277,49,Prefer not to say,06/18/2024,ORD-2AMCI60M,20250827,30 Aug 2025,"Sep 22, 2025",America/New_York,Singapore,SG,E6J 1I6,Clothes,Running Shoes,FA 963,20,S$11.25,SGD,2.5%,NULL,2.11 kg,Apple-Pay,delivered,No,,4,541,17,0,30.78,Influencer,Regular,"Nov 04, 2025",Great service — fast delivery!,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01562,APP,CUST-000026,André Reyes,andr.reyes794@hotmail.com,+41 14 972 11 91,78,NA,29 Jun 2023,ORD-YQRL9JNS,2025-08-11 00:00,20250811,20250809,AEST,BR,São Paulo,N/A,Sporting Goods,Jump Rope,sku_774187,10,900.20,BRL,0.01,172.43,2.332,CC,Completed,No,NA,1,341,7,1,940.7,Organic,At Risk,09/06/2025,-,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-00588,Store,CUST-000352,ZoÃ« FranÃ§ois,zo.franois134@gmail.com,+63 918 249 3283,37,male,28 Jul 2023,ORD-PITNCZFP,30 Jun 2024,04/07/24,07/31/2024,,Frnce,NULL,N/A,na,TRAVEL BACKPACK,sku_172939,1,268.25,EUR,6.7%,€26.94,4.403,Credit Card,delivered,No,,2,516,20,4,263.69,,premium,09/27/2024 12:00 AM,Missing manual in box.,batch_C_windows1252,Dates came from mixed regional settings.
GM-01734,in-store,CUST-000387,MÃ¼ller Tan,mller.tan287@gmail.com,+81-41-0703-5599,63,male,02/21/2022,ORD-N4TYAFUU,45413, 04-05-2024 ,05/25/2024 12:00 AM,AEST,switzerland,Lausanne,0000,Media/Books,Cookbook: Asian Flavors,sku_107919,2,CHF 58.83,CHF,20.3%,9.54,5.57 kg,cash delivery,complete,No,-,3,813,11,0,552.76,FB,repeat,06/02/2024 12:00 AM,Payment failed twice but card was charged.,api_stream_v2,Duplicate order records possible due to API retry.
GM-01499,marketplace,CUST-000984,Søren Kowalski,sren.kowalski89@yahoo.com,+41 52 614 35 79,53,Non-binary,03/09/2022,ORD-9X4IBLLN,N/A,03/16/2025,2025-03-25 00:00,CET,BR,SÃ£o Paulo,0000,Electronics,Smart Watch,?,1 pcs,3766.69,BRL,0.04,58.07,7.436,Bank Transfer,on the way,No,NA,2,369,23,0,278.29,Email Campaign,VIP,20250418,Package arrived late.,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-00139,Web ,CUST-000638,Isabella Garcia,isabella.garcia771@gmail.com,+1 (5) 036-8715,70,NB,13/08/22,ORD-QB5I92WM,2025/11/09,13/11/25,2025/11/29,na,France,Paris,0000,Fitness,Jump Rope,,1,211.09,EUR,110%,18.02,4.45 kg,GCASH,FAILED,No,,1,0,18,0,807.72,facebook,loyal,2026/01/16,?,batch_B_latin1,Currency conversion not yet standardized.
GM-01955,partner-api,CUST-000040,Liam Tan,liam.tan62@gmail.com,+1 (7) 869-4308,42,female,2022/04/08,ORD-04MZU3W7,08-08-2024,08/09/2024 12:00 AM,09/08/2024,PHT,Switzerland,Basel,72068,Electronics ,Smart Watch,SKU-ELE-7797,3,764.97,CHF,14.4%,"25,24",3.785,debit-card,Completed,No,NA,3,465,5,N/A,1349.44,Influencer,occasional,?,Address contains special characters and courier could not read it.,api_stream_v2,Some returns are recorded only in support tickets.
GM-00946,WEB,CUST-000549,André Davis,andr.davis114@yahoo.com,+41 45 094 27 48,N/A,female,04/19/2021,ORD-LC3JPRBG,08/02/24,2024/02/18,03/17/2024,PHT,France,Lyon,G6G 1L1,ELECTRONICS,Wireless Mouse,SKU-ELE-3306,3,€436.75,EUR,15%,30.06 ,3.24 kg,PayPal,complete,No,NA,4,812,15,many,547.1,facebook,repeat,11-May-2024 00:00,Customer can’t access return portal.,api_stream_v2,Some returns are recorded only in support tickets.
GM-00997,APP,CUST-000485,José Nguyễn,jos.nguyn163@gmai.com,+81-61-6150-1941,29,M,01 May 2021,ORD-6V0QJQH3,20250112,"Jan 17, 2025","Jan 20, 2025",CET,Canada,Vancouver,10474,books,AI Ethics Primer,sku_892959,3,34.23,CAD,25%,28.84,?,Pay Pal,complete,No,,2,714,16,0,1225.22,facebook,unknown,16/02/25,Entrega atrasada em SÃ£o Paulo.,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-01363,Web ,CUST-000800,Paulo Müller,paulo.mller989@company.com,+41 41 779 21 67,72,female,2024/10/28,ORD-QOJWY531, 2025-12-13 ,12/13/2025 12:00 AM,2025/12/22,,France,Lyon,C6Q 6Q1,Home/Kitchen,Rice Cooker,sku_180653,3,188.16,EUR,2.1%,18.45,6.231,PayPal,Delivered,No,,4,614,21,1,484.96,,premium,2025-12-15,Produit arrivé cassé.,batch_C_windows1252,Dates came from mixed regional settings.
GM-01538,web,CUST-000050,André Wong,andr.wong455@outlook.com,+81-12-5338-7667,59,Male,?,ORD-T7R659RE, 2024/01/29 ," Jan 30, 2024 ",02/25/2024 12:00 AM,Asia/Manila,CA,Montreal,33342,HOME-KITCHEN,Bamboo Organizer,sku_541594,2,C$92.25,CAD,8.0%,16.61,10.92 kg,CC,DELIVERED,No,,4,428,0,NULL,1237.67,Facebook,OCC,20240331,Customer can’t access return portal.,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-00246,Call Center,CUST-000937,Müller Davis,mller.davis6@gmai.com,+81-84-2845-5761,54,M,29/11/24,ORD-YVF3TIVE,28-02-2026,2026-03-04 00:00,2026-04-02,GMT+1,Philippines,Taguig,N/A,Fashion,Leather Wallet,sku_721814,1,14992.56,PHP,0.4%,174.41,6.562,card,delivrd,unknown,,1,358,1,0,40.55,AFF,first-time,2026-05-18 00:00,Package arrived late.,batch_C_windows1252,Currency conversion not yet standardized.
GM-01276,na,CUST-000433,Nguyễn Tan,nguyn.tan319@hotmail.com,+81-58-4739-1232,72,NB,2023/05/15,ORD-F3WHYT16,20251114,None,30 Nov 2025,GMT+1,Singapore,Singapore,60949,beauty,Hair Dryer,SKU-BEA-9915,3,S$86.40,SGD,0.09,S$40.93,7.375,VISA/MC,PEND,No,,N/A,60,None,0,0,AFF,loyal,17 Jan 2026,Address contains special characters and courier could not read it.,api_stream_v2,Duplicate order records possible due to API retry.
GM-00405,Web ,CUST-001178,Đức Mendoza,c.mendoza34@gmai.com,+1 (5) 782-2394,N/A,Non-binary,2024/06/22,ORD-ILCTRR7K,2024-05-16,"May 14, 2024",11-06-2024,JST,AU,Brisbane,0000,Fitness,Jump Rope,sku_971812,2,"159,30",CAD,14%,45.56 ,10.86 lbs,Apple Pay,delivered,No,,2,714,11,0,884.19,Influencer,occasional,"Jun 09, 2024",Entrega atrasada em SÃ£o Paulo.,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-01802,call centre,CUST-000835,Isabella FranÃ§ois,isabella.franois848@gmail.com,+63 932 471 4488,22,unknown,24 Jul 2024,ORD-I0485WFO,2026-11-03,11/05/2026 12:00 AM,11/05/2026 12:00 AM,GMT+1,USA,Seattle,0000,Home/Kitchen,Ceramic Pan Set,HO 396,2,208.21,USD,12.7%,$3.81,3.53 kg,Debit Card,delivrd,No,,4,404,24,0,890.78,Email Campaign,Dormant,NULL,Produit arrivé cassé.,api_stream_v2,Dates came from mixed regional settings.
GM-00961,partner-api,CUST-000001,Mia García,mia.garca544@hotmail.com,+63 941 133 6253,44,Prefer not to say,10/28/2022,ORD-4AZHX19Q,2024-04-19 00:00,2024-04-26 00:00,03 May 2024,unknown,Switzerland,Geneva,78311,HOME-KITCHEN,Memory Foam Pillow,HO 519,1,121.08,CHF,19.8%,30.00,1.124,Cash on Delivery,PEND,No,,5,324,20,0,880.31,FB,VIP,?,Great service — fast delivery!,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01853,marketplace,CUST-000057,Søren Johnson,sren.johnson288@yahoo.com,+81-13-2484-7049,41,Female,03/27/2021,ORD-APC61S8N,25 Oct 2024,02 Nov 2024,11/16/2024 12:00 AM,UTC+8,JP,Kyoto,E3B 7O3,Health & Beauty,Vitamin C Serum,sku_966000,2,15773.28,JPY,27.3%,1931.71 ,1.540,paypal,Completed,No,,5,466,12,-,1167.76,Influencer,churn risk,01/03/2025,Received wrong color.,batch_B_latin1,Duplicate order records possible due to API retry.
GM-01294,APP,CUST-000484,Jose Kowalski,jose.kowalski672@hotmail.com,+63 911 991 5286,-,Female,2023/11/24,ORD-JYTC3LEK,05-Aug-2025 00:00,"Aug 13, 2025",10-Sep-2025 00:00,GMT+1,Philippines,Makati,68443,Elec.,Bluetooth Speaker,SKU-ELE-6543,2,44860.30,PHP,9.7%,1142.25,12.29 lbs,Apple Pay,Completed,No,-,3,92,20,0,2.89,Organic,repeat,22 Oct 2025,Customer wrote: “not what I expected”.,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01119,mobile,CUST-000431,Amina Wong,amina.wong992@outlook.com,+1 (5) 092-8702,30,Female,18/01/24,ORD-R1222G3X,2025/04/16,20/04/25,na,,Switzerland,Lausanne,N/A,Electronics,Bluetooth Speaker,SKU-ELE-9421,na,CHF 215.06,CHF,26%,"30,46",5.221,paypal,Completed,No,NA,4,203,24,1,632.7,FB,V.I.P.,08/06/25,Package arrived late.,batch_A_utf8,Currency conversion not yet standardized.
GM-01689,call centre,CUST-000165,Léa François,la.franois895@hotmail.com,+63 933 032 7390,69,NB,14/05/23,ORD-4GGESLVW,2025/11/09,19-11-2025,"Dec 12, 2025",UTC+8,germany,Muenchen,0000,Fashion,Denim Jacket,SKU-FAS-8357,1,85.96,EUR,6.9%,14.76,None,COD,cncld,No,,1,147,2,1,504.07,none,Loyal,04 Dec 2025,Customer wrote: “not what I expected”.,batch_B_latin1,Duplicate order records possible due to API retry.
GM-00978,WEB,CUST-000872,Léa Santos,la.santos459@hotmail.com,+81-66-3437-5229,75,Female,11-10-2025,ORD-VOWP9ZWF,2025/09/22,09/20/2025 12:00 AM,08 Oct 2025,Europe/Zurich,Swiss,Zurich,,sports,Yoga Mat,sku_888958,3,191.16,CHF,9.7%,17.88,2.655,applepay,on the way,No,,1,552,14,0,1226.26,,N/A,2025/11/28,Address contains special characters and courier could not read it.,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-00798,APP,CUST-000073,François Lee,franois.lee651@example..com,+1 (4) 174-6097,None,Prefer not to say,08/05/22,ORD-UCY5KQHZ,2025-04-19 00:00,19 Apr 2025,"Apr 20, 2025",,Singapore,Singapore,N4T 4Y7,Beauty,Matte Lipstick,BE 334,2,169.43,SGD,None,33.93,1.109,paypal,RMA,returned,not as described,2,unknown,4,0,51.32,email,At Risk,05/17/2025 12:00 AM,Received wrong color.,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01699,APP,CUST-000086,MIA MENDOZA,mia.mendoza436@outlook.com,+41 07 257 13 48,56,F,2023-06-20,ORD-JIYG59V8,2025/07/30,2025-07-29 00:00,2025/08/12,PHT,singapore,SG,8028,Fitness,Cycling Gloves,sku_541545,3,210.63,SGD,18.0%,45.39,4.487,wire,in transit,No,,na,657,20,0,34.23,none,NEW,28/09/25,Great service — fast delivery!,batch_B_latin1,Duplicate order records possible due to API retry.
GM-01256,Store,CUST-000671,Paulo Brown,paulo.brown943@gmai.com,?,39,unknown,2023-12-04,ORD-B1UJ0U7T,"Feb 12, 2024",2024-02-16 00:00,25 Feb 2024,JST,Germany,Frankfurt,0000,Sports,Jump Rope,sku_741268,6,142.58,EUR,23%,-,7.76 kg,debit-card,delivrd,No,,1,605,6,2,1384.02,na,unknown,19/03/24,Customer can’t access return portal.,legacy_excel_export,Duplicate order records possible due to API retry.
GM-00927,partner-api,CUST-000060,BjÃ¶rk Dela Cruz,bjrk.dela.cruz440@gmail.com,+41 79 045 52 57,69,unknown,2020-11-29,ORD-X09FO8BZ,20/05/24,28-05-2024,20240525,America/New_York,France,,1420,Clothing,Denim Jacket,SKU-FAS-8382,4,EUR 210.54,EUR,20.5%,EUR 10.37,0.408,debit,DELIVERED,na,,3,617,0,3,1208.85,Influencer,premium,2024/05/28,Received wrong color.,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01136,call centre,CUST-000192,Noah Miller,noah.miller188@hotmail.com,+81-86-5837-9832,16,Male,19/03/22,ORD-0KYOQR9B,2024-12-28,2025/01/02,-,AEST,Japan,Yokohama,8493,Beauty,Hydrating Toner,,1,1813.78,JPY,0.01,JPY 3843.94,3844 g,Cash on Delivery,refund issued,Yes,Late delivery,5,335,1,1,1438.61,AFF,Occasional Buyer,01/04/2025 12:00 AM,The size chart didnâ€™t match.,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01236,WEB,CUST-000845,Isabella Johnson,isabella.johnson756@outlook.com,+1 (0) 948-7780,36,female,07 Dec 2020,ORD-S7GQSRNQ,"Feb 11, 2024",02/10/2024,02/22/2024,,Canada,Ottawa,N/A,Electronics ,Bluetooth Speaker,sku_373337,2,"-119,-19",CAD,1.4%,C$30.12,1.483,GCash,RETURN,1,incorrect size,na,217,0,0,1344.65,email,loyal,na,Address contains special characters and courier could not read it.,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00152,call centre,CUST-000975,Renée Davis,rene.davis780@gmai.com,+63 926 084 8187,60,Non-binary,06/08/2025,ORD-3I2IWMC0,22/11/25,None,11-Dec-2025 00:00,Asia/Manila,Singapore,SG,N/A,BEAUTY,Hydrating Toner,SKU-BEA-9226,3,153.34 ,SGD,3.0%,S$6.84,1.38 kg,paypal,complete,No,none,None,0,NULL,2,12.32,facebook,Occasional Buyer,12/07/2025,The item was damaged when opened.,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-00550,web,CUST-001267,Đức Lee,c.lee390@company.com,+81-14-3966-0098,29,M,30 Sep 2020,ORD-IBKWGR8C,09/18/2024,2024-09-21,03-10-2024,Asia/Manila,Brazil,Brasília,N/A,Health & Beauty,Vitamin C Serum,sku_315138,3,NULL,BRL,9.7%,18.32 ,5739 g,Cash on Delivery,on hold,No,,4,453,13,1,693.6,google,Dormant,10/28/2024,Received wrong color.,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01858,call centre,CUST-001142,AndrÃ© NÃºÃ±ez,andr.nez869@outlook.com,+1 (4) 164-7371,37,female,"Feb 21, 2021",ORD-GKTBBDPR,2025-01-20 00:00,2025/01/20,02/16/2025 12:00 AM,GMT+1,Swiss,Lausanne,0000,sports,Cycling Gloves,sku_978716,2,194.63,CHF,5.3%,CHF 20.49,3.106,cash delivery,CANCELLED,No,,3,626,12,0,286.58,Facebook,at-risk, 20250315 ,Great service — fast delivery!,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00945,Partner API,na,Renée Brown,rene.brown908@gmai.com,+1 (8) 607-7593,-,,14-09-2023,ORD-D3E2ZU5I,27-11-2024,12/02/2024 12:00 AM,"Dec 26, 2024",Asia/Manila,United States,New York,N/A,Beauty,NA,SKU-BEA-3649,1,75.24,USD,0.12,11.11,2.82 kg,paypal,shipped,No,,5,635,28,1,63.58,email,Occasional Buyer,,Received wrong color.,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-01336,Partner API,CUST-000572,Paulo Wong,paulo.wong367@company.com,+63 912 885 3961,50,M,2024/07/21,ORD-1UK8PCZA,11/04/2024 12:00 AM,11/11/2024,45637,PST,australia,Sydney,D6G 6A9,Fitness,Yoga Mat,sku_116409,4,127.84,AUD,1.7%,33.70,2.46 kg,Debit Card,ok,No,,2,567,16,2,85.78,facebook,Occasional,"Dec 17, 2024",Package arrived late.,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00082,marketplace,CUST-000811,Emma François,emma.franois580@hotmail.com,+63 980 271 1221,45,female,20220121,ORD-1RTSXOF3,20241029,45603, 16-11-2024 ,CET,Australia,Brisbane,16879,books,Data Science Handbook,NULL,1,14.14,AUD,15.4%,A$30.59,4.858,Apple Pay,ok,NULL,,3,576,7,4,1333.32,Google Ads,Regular,09-01-2025,unknown,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01072,partner-api,CUST-000316,ĐỨC KOWALSKI,c.kowalski473@outlook.com,+81-44-8295-1550,69,NB,14/02/21,ORD-0UWD0BG7,21 Nov 2024,22-11-2024,03-12-2024,PST,Philippines,Makati,0000,BEAUTY,?,sku_630431,4,USD 133.54,USD,5.5%,34.63 ,4.377,G Cash,complete,No,NA,NULL,40,8,0,54.81,FB,churn risk,20250120,Package arrived late.,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-00075,marketplace,CUST-001113,María García,mara.garca730@company.com,+41 47 681 82 68,44,female, 19-07-2022 ,ORD-UTBTTY9G,09/30/2024 12:00 AM,20240930,2024-10-17,PST,Germany,Munich,0000,Books,Travel Guide Switzerland,sku_178507,2,14.44,EUR,22.8%,€15.49,5.698,PayPal,Completed,No,,3,368,25,2,875.2,none,occasional,23/11/24,Customer can’t access return portal.,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01924,partner-api,CUST-000109,José Tan,jos.tan431@company.com,+63 912 595 0106,28,F,2022/02/16,ORD-OB1YP7M7,28/09/25, 01-10-2025 ,09/30/2025 12:00 AM,GMT+1,Swiss,Zurich,N/A,Home/Kitchen,Bamboo Organizer,HO 419,1,CHF 138.47,CHF,24.7%,23.83,10.920,GCash,Completed,No,,5,363,1,0,788.47,email,VIP,NA,El producto llegÃ³ tarde.,legacy_excel_export,Duplicate order records possible due to API retry.
GM-00560,call centre,CUST-001145,François Johnson,franois.johnson40@example..com,+63 932 644 7398,62,male,20240103,ORD-OZH7GXXN,2/30/25,2025/02/08,05-02-2025,PST,Australia,Sydney,N/A,FASHN,Leather Wallet,,50,A$370.19,AUD,11.3%,AUD 30.78,7.340,Apple Pay,Delivered,No,,1,233,7,2,514.43,Organic,Occasional Buyer,01/28/2025 12:00 AM,Address contains special characters and courier could not read it.,batch_B_latin1,Duplicate order records possible due to API retry.
GM-00191,in-store,CUST-000976,Ethan Tan,ethan.tan134@gmai.com,+1 (7) 943-7638,69,Female,19/08/26,ORD-G5LU7PKH,"Dec 04, 2026",02 Dec 2026,2026/12/23,America/New_York,Brazil,São Paulo,71813,READING,Travel Guide Switzerland,SKU-BOO-6787,1,R$333.08,BRL,0.13,31.67,0.32 kg,ATM card,Pending,No,,5,507,12,1,592.48,Google Ads,repeat,"Jan 17, 2027",Missing manual in box.,batch_B_latin1,Duplicate order records possible due to API retry.
GM-01354,APP,CUST-000434,Juan Dela Cruz,juan.dela.cruz468@yahoo.com,+81-89-1481-9032,63,Male,10/25/2023,ORD-N5HV4179,0000-00-00,01-Jul-2025 00:00,13-Jul-2025 00:00,EST,Canada,Toronto,9465,Beauty,Matte Lipstick,BE 706,4,"126,33",CAD,32%,40.41,4.089,CC,fail,No,,4,260,,0,260.4,FB,loyal,2025-07-28,Great service — fast delivery!,legacy_excel_export,Dates came from mixed regional settings.
GM-01866,partner-api,CUST-001139,Chloe Gonzales,chloe.gonzales393@outlook.com,+41 27 844 12 48,54,Male,"Jul 28, 2023",ORD-6VRWVMQE,45496,20240801,19 Aug 2024,AEST,Switzerland,Geneva,0000,Media/Books,Cookbook: Asian Flavors,SKU-BOO-3618,1 pcs,CHF 71.21,N/A,11.3%,8.78 ,4.711,PayPal,Failed,No,,4,NULL,12,3,882.24,Email Campaign,Regular,"Aug 24, 2024",Address contains special characters and courier could not read it.,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-00091,in-store,CUST-000847,André Wilson,andr.wilson15@outlook.com,+63 997 543 7347,58,na,2021/01/11,ORD-N9TXFJNJ,2024/09/12,45556, 09/22/2024 ,NA,Swiss,Basel,97614,beauty,Men’s Grooming Kit,SKU-BEA-7876,2,41.40,CHF,6.8%,12.66,1.004,Pay Pal,returned,returned,damaged,2,333,7,2,684.3,Facebook,N,01-Nov-2024 00:00,Package arrived late.,batch_B_latin1,Dates came from mixed regional settings.
GM-01996,Store,CUST-000489,Äá»©c Garcia,c.garcia350@yahoo.com,unknown,33,female,20231108,ORD-HVBIDP1W,21-Jun-2025 00:00,06/30/2025,-,PHT,Australia,Sydney,44430,Media/Books,AI Ethics Primer,BO 981,1,A$76.82,AUD,0.17,A$15.79,1.807,COD,delivered,No,-,-,584,12,0,293.93,na,VIP,07/24/2025,Great service — fast delivery!,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-01507,call centre,CUST-001264,Jay Nguyá»…n,jay.nguyn108@outlook.com,+41 58 632 73 07,76,NB,20210228,ORD-VLL3LG3Z,02-Mar-2024 00:00,2024-03-03 00:00,11-03-2024,CET,America,Seattle,33845,Personal Care,Aloe Moisturizer,SKU-BEA-7525,3,USD 29.14,USD,20.0%,27.69,6.78 kg,paypal,Completed,No,,1,429,7,0,395.44,AFF,repeat,03/15/2024,na,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-01147,APP,CUST-001141,Müller Gonzales,na,+63 927 407 3683,66,Female,04 Jun 2024,ORD-0XEJ016K,16 Apr 2024,2024/04/24,05/02/2024,PST,Singapore,Singapore,Q4Z 3O5,BEAUTY,Vitamin C Serum,SKU-BEA-2852,5,201.21,SGD,3.6%,N/A,NULL,bank xfer,delivered,No,,5,243,0,0,20.88,,vip,05/15/2024,Payment failed twice but card was charged.,batch_C_windows1252,Dates came from mixed regional settings.
GM-00499,Store,CUST-000554,NULL,chlo.miller845@company.com,+41 38 373 90 07,55,,27 Sep 2024,ORD-8CPSLMVP,12/27/2025,01/04/2026 12:00 AM,"Jan 09, 2026",AEST,Australia,Melbourne,3563,Electronic,4K Action Camera,SKU-ELE-7089,2,1184.65,AUD,18.3%,8.31,3.924,g-cash,ok,No,,2,775,13,2,721.03,facebook,at-risk,03/03/2026,El producto llegÃ³ tarde.,batch_B_latin1,Potential duplicate from API retry.
