record_id,source_system,customer_id,customer_name,customer_email,order_id,source_system_clean,customer_name_clean,clean_age,gender_clean,country_clean,product_category_clean,quantity_clean,unit_price_clean,discount_clean,shipping_cost_clean,item_weight_clean,payment_method_clean,order_status_clean,returned_flag_clean,satisfaction_score_clean,loyalty_points_clean,site_visits_last30_clean,support_tickets_90d_clean,distance_to_warehouse_km_clean,customer_segment_clean,order_date_clean,delivery_date_clean,delivery_duration_clean,customer_timezone,ingestion_batch,data_source_note
GM-00524,Market Place,CUST-000728,Liam Wilson,liam.wilson183@gmail.com,ORD-EJN23W5H,Marketplace,Liam Wilson,35.0,Male,Australia,Fashion & Apparel,2.0,371.53,36.5,34.88,3.439,Bank Transfer,Cancelled,0,4.0,890,11,0,622.18,Occasional,2024-01-20,2024-02-07,18,Asia/Manila,batch_B_latin1,Dates came from mixed regional settings.
GM-00064,Mobile App,CUST-000713,Liam Santos,liam.santos930@hotmail.com,ORD-Q9I6KYJ9,Mobile App,Liam Santos,40.0,Prefer not to say,Philippines,Home & Kitchen,5.0,12273.47,15.2,1514.47,4422.0,Apple Pay,Completed,0,4.0,179,26,0,34.95,Loyal,2025-06-23,,,GMT+1,batch_A_utf8,Some returns are recorded only in support tickets.
GM-00201,Web ,CUST-000086,Léa Reyes,la.reyes750@outlook.com,ORD-1LEXDNRG,Web,Léa Reyes,70.0,Female,Australia,,1.0,360.44,14.0,8.52,,Bank Transfer,Completed,0,2.0,773,15,0,193.97,At Risk,2024-08-24,2024-09-16,23,EST,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-01900,Partner API,CUST-000278,Ethan Miller,,ORD-EQ3Q7423,Partner-API,Ethan Miller,73.0,Male,Australia,Health & Beauty,2.0,184.61,8.0,19.29,5.02,Credit Card,Returned/Refunded,,3.0,406,,1,728.2,New,2024-11-18,2024-12-18,30,PST,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01890,in-store,CUST-001136,Mateo Dubois,mateo.dubois623@outlook.com,ORD-RX2CZ6DK,In-Store,Mateo Dubois,32.0,Male,Brazil,Fashion & Apparel,2.0,1403.71,0.5,46.89,7.159,Bank Transfer,Completed,0,5.0,351,15,35,923.25,New,2024-10-05,2024-10-24,19,PHT,legacy_excel_export,Dates came from mixed regional settings.
GM-01587,Store,CUST-000133,Đức Núñez,c.nez30@example..com,ORD-9105IGS1,In-Store,Đức Núñez,56.0,Male,France,Books & Media,1.0,50.9,24.7,18.54,1.6873622400000001,Debit Card,Returned/Refunded,,2.0,0,10,0,971.53,Occasional,2025-06-09,2025-06-17,8,PST,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-00083,Market Place,CUST-001188,François Cruz,franois.cruz749@gmail.com,ORD-HJY8GY39,Marketplace,François Cruz,18.0,Male,Philippines,Home & Kitchen,4.0,9359.93,17.8,1300.74,7.24,Debit Card,Returned/Refunded,,1.0,384,17,2,48.0,At Risk,2025-09-08,2025-10-10,32,,batch_B_latin1,Duplicate order records possible due to API retry.
GM-01458,call centre,CUST-000786,Yuki Lopez,yuki.lopez at gmail.com,ORD-2XRK2UTF,Call Center,Yuki Lopez,59.0,,Philippines,Home & Kitchen,1.0,8890.97,,1552.75,6.397,PayPal,Completed,0,4.0,221,14,2,24.61,Occasional,2024-09-06,2024-09-07,1,JST,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-01428,Partner API,CUST-001315,Sofia García,sofia.garca155@gmail.com,ORD-W91ZKBEV,Partner-API,Sofia García,18.0,,,Home & Kitchen,1.0,118.42,4.4,,4.42,Unknown Card,Completed,0,,168,18,0,1356.03,At Risk,2024-07-08,2024-07-15,7,PHT,batch_B_latin1,Dates came from mixed regional settings.
GM-00255,partner-api,CUST-000921,Emma Dubois,emma.dubois850@yahoo.com,ORD-Y4IG7T92,Partner-API,Emma Dubois,62.0,,France,Electronics,2.0,109.39,3.5,18.94,,Bank Transfer,Completed,,3.0,541,12,,1036.89,Occasional,2026-09-23,2026-10-12,19,Asia/Manila,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01593,Mobile App,CUST-000240,Søren Müller,sren.mller952@gmail.com,ORD-L9AWI8KA,Mobile App,Søren Müller,48.0,Male,,Fashion & Apparel,3.0,244.12,34.0,25.95,2.969,GCash,Pending,0,,,0,3,86.69,VIP,2024-12-13,2025-07-01,200,PHT,api_stream_v2,Dates came from mixed regional settings.
GM-01257,WEB,CUST-000171,Ava Lee,ava.lee242@outlook.com,ORD-FIH9TKVC,Web,Ava Lee,69.0,Male,Germany,Electronics,1.0,256.43,0.01,25.95,1.125,GCash,Returned/Refunded,,3.0,585,12,0,661.21,,,2024-05-30,,PHT,legacy_excel_export,Currency conversion not yet standardized.
GM-00222,marketplace,CUST-000849,Jose Davis,jose.davis324@outlook.com,ORD-73LP62TM,Marketplace,Jose Davis,,Prefer not to say,Japan,Sports & Fitness,1.0,27409.39,13.8,1307.67,0.68,GCash,Completed,0,2.0,406,20,0,319.71,Occasional,2024-03-20,2024-04-18,29,PHT,batch_B_latin1,Dates came from mixed regional settings.
GM-00597,web,CUST-000439,Siti Wong,siti.wong279@hotmail.com,ORD-1Y4IBEX6,Web,Siti Wong,61.0,Male,France,Sports & Fitness,,121.69,0.27,3.65,6567.0,Bank Transfer,Completed,0,1.0,1029,31,0,242.0,,2025-11-24,2025-12-17,23,JST,batch_A_utf8,Dates came from mixed regional settings.
GM-01078,Store,CUST-000492,Olivia Gonzales,olivia.gonzales516@example..com,ORD-9YNY0PPO,In-Store,Olivia Gonzales,38.0,Non-Binary,United States,Fashion & Apparel,2.0,204.55,8.6,16.55,7.574,Cash on Delivery,Completed,0,,430,500,4,1123.55,At Risk,2024-01-14,2024-02-18,35,AEST,batch_B_latin1,Dates came from mixed regional settings.
GM-01382,,CUST-000070,Jay Brown,,ORD-O0EWFFHJ,,Jay Brown,22.0,Male,Germany,Home & Kitchen,4.0,8.82,15.7,19.86,10080.0,PayPal,Completed,0,5.0,223,14,0,65.73,VIP,2024-12-20,2025-01-10,21,PHT,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-01501,,CUST-001008,Müller Cruz,mller.cruz@companycom,ORD-BHCL23NE,,Müller Cruz,27.0,Male,Japan,Sports & Fitness,5.0,12808.25,19.6,754.4,0.433,Bank Transfer,Completed,0,4.0,596,,1,828.54,VIP,2024-12-16,2025-01-09,24,,legacy_excel_export,Currency conversion not yet standardized.
GM-00667,marketplace,CUST-000709,Müller Dubois,mller.dubois411@outlook.com,ORD-AHGDGE1H,Marketplace,Müller Dubois,75.0,Non-Binary,Australia,Health & Beauty,2.0,123.05,4.5,27.7,5.064,Cash on Delivery,Pending,0,1.0,420,11,1,1332.45,Occasional,2025-04-24,,,Europe/Zurich,batch_A_utf8,Currency conversion not yet standardized.
GM-01829,Store,CUST-001078,Isabella García,isabella.garca550@outlook.com,ORD-ZDDL7IMT,In-Store,Isabella García,39.0,Female,Brazil,Sports & Fitness,,443.29,41.8,151.17,0.436,Bank Transfer,Completed,0,1.0,551,9,3,408.37,Loyal,2024-11-16,2024-12-20,34,PST,batch_A_utf8,
GM-01976,web,CUST-000767,Liam Tan,liam.tan866@outlook.com,ORD-T5238Y2Q,Web,Liam Tan,42.0,Non-Binary,France,Home & Kitchen,1.0,31.12,29.6,3.2,,Credit Card,Cancelled,0,3.0,264,6,0,1023.87,New,2024-05-08,2024-08-09,93,Asia/Manila,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00780,Mobile App,CUST-000960,Nguyễn Tan,nguyn.tan702@outlook.com,ORD-58LZDLOX,Mobile App,Nguyễn Tan,63.0,Female,Canada,Electronics,1.0,431.78,34.1,23.69,2.951,Bank Transfer,Failed,0,1.0,329,11,,703.06,Loyal,,2024-02-15,,GMT+1,api_stream_v2,Duplicate order records possible due to API retry.
GM-01325,Store,CUST-000176,Lucas Kim,lucas.kim66@hotmail.com,ORD-IYJ9OZGR,In-Store,Lucas Kim,34.0,Female,Canada,Home & Kitchen,1.0,204.48,10.1,20.9,12.765,Cash on Delivery,Completed,0,,233,,1,699.56,VIP,2024-08-18,2024-08-21,3,JST,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01634,in-store,CUST-000116,María Santos,mara.santos408@example..com,ORD-DXDX36AJ,In-Store,María Santos,31.0,Non-Binary,Switzerland,Fashion & Apparel,2.0,90.78,,27.01,171.0,GCash,Failed,0,2.0,450,10,1,1175.65,Occasional,2025-01-23,2025-02-15,23,Asia/Manila,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-00442,Web ,CUST-000046,Noah Miller,noah.miller470@outlook.com,ORD-IYV49QDO,Web,Noah Miller,42.0,Non-Binary,Brazil,Fashion & Apparel,10.0,171.45,15.8,20.98,2.87123736,PayPal,Completed,0,2.0,672,9,1,865.09,,2024-04-21,2024-04-26,5,PST,legacy_excel_export,Currency conversion not yet standardized.
GM-00389,Market Place,CUST-001001,Ava FranÃ§ois,,ORD-OVGVXEUQ,Marketplace,Ava François,26.0,Male,Brazil,Sports & Fitness,1.0,828.44,3.0,71.61,3.6967748,Bank Transfer,Shipped,0,3.0,609,8,0,159.29,Loyal,2025-03-11,2025-04-08,28,America/New_York,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00158,APP,CUST-000178, Maria Kowalski ,maria.kowalski459@outlook.com,ORD-44TFW0ZN,Mobile App, Maria Kowalski ,,,Canada,Electronics,1.0,521.92,,14.53,4.727,PayPal,Pending,0,5.0,793,10,1,661.05,Occasional,2026-03-26,2026-04-18,23,Asia/Manila,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-00378,WEB,CUST-001108,Ana Lee,,ORD-D3I8MGKH,Web,Ana Lee,25.0,Female,Canada,Books & Media,3.0,71.31,2.3,11.51,1.18,GCash,Pending,0,1.0,644,,0,1212.01,At Risk,2024-04-09,2024-05-07,28,Europe/Zurich,api_stream_v2,Currency conversion not yet standardized.
GM-01586,web,CUST-000653,Ethan Wong,ethan.wong661@outlook.com,ORD-EMLR2ETL,Web,Ethan Wong,62.0,,France,Books & Media,5.0,55.86,20.5,17.29,958.0,GCash,Shipped,0,4.0,329,15,0,758.37,Loyal,2024-04-11,2024-05-04,23,Asia/Manila,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01342,Call Center,CUST-000340,Mia Tan,mia.tan610@outlook.com,ORD-1TQCJZJP,Call Center,Mia Tan,70.0,Male,Germany,Fashion & Apparel,2.0,36.85,18.0,39.83,4.856,PayPal,Completed,0,1.0,554,25,2,421.21,At Risk,2024-07-23,2024-08-04,12,,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00165,Mobile App,CUST-000861,María García,mara.garca512@company.com,ORD-4FBV46MU,Mobile App,María García,16.0,Female,France,Home & Kitchen,2.0,177.07,18.9,22.07,1.521,PayPal,Shipped,0,4.0,486,18,3,1270.95,At Risk,2024-07-15,2024-08-17,33,UTC+8,batch_C_windows1252,Dates came from mixed regional settings.
GM-00360,in-store,CUST-000592,Ethan Lopez,ethan.lopez720@company.com,ORD-N7LLILWW,In-Store,Ethan Lopez,24.0,Female,Singapore,Fashion & Apparel,2.0,71.56,32.1,,4.863,Bank Transfer,Completed,,5.0,,10,0,35.14,,2024-10-04,2024-10-28,24,JST,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01244,call centre,,Juan Brown,juan.brown661@yahoo.com,ORD-1WQJVM3H,Call Center,Juan Brown,18.0,Male,France,Electronics,1.0,306.4,19.0,25.74,6.047,GCash,Pending,0,1.0,158,6,1,964.2,At Risk,2024-07-11,2024-08-01,21,GMT+1,batch_B_latin1,
GM-01576,mobile,CUST-001134,Aiko Núñez,aiko.nez16@gmai.com,ORD-968Z0TKG,Mobile App,Aiko Núñez,76.0,Male,Germany,Books & Media,1.0,37.82,15.8,28.51,7.73,Credit Card,Completed,0,1.0,131,9,0,1434.12,VIP,2024-12-20,,,,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-01850,marketplace,CUST-001143,Isabella Miller,isabella.miller128@gmail.com,ORD-26KA7612,Marketplace,Isabella Miller,34.0,,Philippines,Fashion & Apparel,3.0,5034.59,4.4,79.8,5.139,Apple Pay,Completed,0,3.0,853,5,10,13.55,At Risk,2025-07-30,2025-08-03,4,AEST,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01093,Partner API,CUST-000129,Jürgen Mendoza,jrgen.mendoza140@gmail.com,ORD-JJXX72YP,Partner-API,Jürgen Mendoza,49.0,Non-Binary,Brazil,Sports & Fitness,3.0,324.75,3.8,19.8,,GCash,Pending,0,1.0,838,18,1,1070.69,Loyal,2024-01-06,2024-01-31,25,PHT,batch_C_windows1252,Currency conversion not yet standardized.
GM-00200,APP,CUST-000017,Amina Núñez,amina.nez450@outlook.com,ORD-SZCLM4F8,Mobile App,Amina Núñez,51.0,,Germany,Books & Media,4.0,13.17,1.9,,3.083,Bank Transfer,Completed,0,2.0,472,9,0,1473.41,At Risk,2025-08-22,2025-12-09,109,PST,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01561,Call Center,CUST-000815,Ethan Mendoza,ethan.mendoza137@example..com,ORD-VOAVEL5H,Call Center,Ethan Mendoza,54.0,Female,,Health & Beauty,1.0,5990.95,16.0,996.45,3.397,PayPal,Completed,0,2.0,669,16,0,26.7,New,2024-05-18,2024-06-19,32,PHT,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00137,in-store,CUST-001068,Mia Wilson,mia.wilson59@example..com,ORD-OTPSILQB,In-Store,Mia Wilson,59.0,,Canada,Health & Beauty,4.0,109.05,23.5,39.72,2081.0,PayPal,,,4.0,672,9,0,584.54,VIP,,,,CET,api_stream_v2,Duplicate order records possible due to API retry.
GM-01720,WEB,CUST-001350,Ethan Oâ€™Connor,ethan.oconnor797@yahoo.com,ORD-M8S6TQ4D,Web,Ethan O'Connor,,,Philippines,Fashion & Apparel,6.0,4851.89,,1432.68,7.014,Debit Card,Completed,,5.0,681,0,1,16.01,VIP,2024-09-01,,,PST,batch_B_latin1,Dates came from mixed regional settings.
GM-01030,in-store,CUST-000612,Ava Mendoza,ava.mendoza476@gmai.com,ORD-EBPBAIWM,In-Store,Ava Mendoza,,Male,Philippines,Electronics,3.0,,18.1,1655.02,2.37682208,Credit Card,,0,5.0,548,0,,16.04,Occasional,2024-04-02,2024-04-29,27,Europe/Zurich,legacy_excel_export,Dates came from mixed regional settings.
GM-01889,Call Center,CUST-000988,Liam NÃºÃ±ez,,ORD-9JFUDKQF,Call Center,Liam Núñez,20.0,,Japan,Books & Media,1.0,2716.14,32.3,1263.44,1.927766,Unknown Card,Completed,0,4.0,472,14,1,1207.8,New,2026-09-19,2026-09-26,7,AEST,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-00052,marketplace,CUST-000663,Olivia Kowalski,olivia.kowalski312@hotmail.com,ORD-YGCMR8ES,Marketplace,Olivia Kowalski,58.0,Male,Australia,Fashion & Apparel,1.0,95.16,40.7,41.7,6.538,Bank Transfer,Completed,0,3.0,0,,0,641.9,At Risk,2025-09-07,2025-09-15,8,,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00538,marketplace,CUST-001157,Chloe Miller,chloe.miller216@gmai.com,ORD-KIUN0Q6W,Marketplace,Chloe Miller,35.0,Female,United States,Health & Beauty,,80.21,,7.43,3.489,GCash,Failed,0,4.0,263,15,0,855.16,VIP,2024-11-16,2024-12-10,24,CET,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01012,in-store,CUST-001112,André Miller,andr.miller239@company.com,ORD-RUA6F2NP,In-Store,André Miller,25.0,Female,Japan,Fashion & Apparel,2.0,4076.6,5.1,3630.75,7.859,Debit Card,Completed,0,4.0,0,13,2,1092.45,New,2025-12-24,2026-01-18,25,JST,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01171,web,CUST-000986,Mia O’Connor,mia.oconnor566@gmail.com,ORD-4AFKXTVM,Web,Mia O'Connor,25.0,,United States,Electronics,2.0,127.81,3.0,,7.926,Credit Card,Pending,0,5.0,330,0,,814.94,Loyal,2026-02-21,2026-03-19,26,Asia/Manila,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01020,Partner API,CUST-000007,Jürgen Kim,jrgen.kim229@yahoo.com,ORD-7JRI0VGY,Partner-API,Jürgen Kim,75.0,Female,Singapore,Books & Media,1.0,8.18,4.9,0.26,5.015,Debit Card,Cancelled,0,5.0,590,21,1,9.6,New,2024-03-26,2024-04-19,24,Asia/Manila,batch_C_windows1252,Currency conversion not yet standardized.
GM-01550,APP,CUST-000931,Juan Johnson,juan.johnson692@hotmail.com,ORD-R2TU1U15,Mobile App,Juan Johnson,54.0,,Canada,Home & Kitchen,2.0,321.99,2.5,39.65,14.27,Credit Card,Completed,0,1.0,364,16,0,228.76,VIP,2025-02-07,2025-03-15,36,PHT,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01510,mobile,CUST-001199,Ethan Cruz,,ORD-RFNKSLSY,Mobile App,Ethan Cruz,51.0,Male,Australia,Sports & Fitness,1.0,44.97,11.0,,4.446,Credit Card,Completed,0,,214,0,0,1313.45,New,2024-07-28,2024-08-17,20,,api_stream_v2,Some returns are recorded only in support tickets.
GM-00656,marketplace,CUST-000378,JUAN SANTOS,juan.santos885@gmai.com,ORD-KUUWLFQC,Marketplace,JUAN SANTOS,48.0,Male,France,Health & Beauty,1.0,84.61,9.1,16.08,,Cash on Delivery,Completed,0,5.0,498,10,1,872.82,Occasional,2025-09-12,2025-09-20,8,UTC+8,batch_A_utf8,Some returns are recorded only in support tickets.
GM-00220,in-store,CUST-001026,Jürgen Lee,jrgen.lee515@example..com,ORD-4E6FE81D,In-Store,Jürgen Lee,56.0,Non-Binary,Australia,Books & Media,2.0,,12.4,19.29,2.465,Debit Card,Completed,0,,291,18,0,139.3,At Risk,2025-08-18,2025-08-18,0,Europe/Zurich,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00514,marketplace,CUST-000587,Isabella Wilson,isabella.wilson527@gmai.com,ORD-PO31BGON,Marketplace,Isabella Wilson,5.0,Non-Binary,Brazil,Health & Beauty,3.0,427.82,31.6,95.23,6.92,Cash on Delivery,Completed,,3.0,549,,1,813.95,Loyal,2025-05-30,2025-06-17,18,Asia/Manila,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00399,marketplace,CUST-001217,Aiko Garcia,aiko.garcia776@yahoo.com,ORD-DM1268VO,Marketplace,Aiko Garcia,67.0,Female,Brazil,Books & Media,1.0,281.07,22.3,46.59,7.462,Cash on Delivery,Shipped,0,4.0,0,4,20,1247.0,Loyal,2024-11-22,2024-12-20,28,CET,batch_A_utf8,Some returns are recorded only in support tickets.
GM-00884,Web ,CUST-000987,Ethan Núñez,,ORD-GEGIBAZ3,Web,Ethan Núñez,34.0,Male,Switzerland,Books & Media,1.0,7.06,0.2,31.38,4.904,Debit Card,Completed,0,5.0,477,13,1,360.04,VIP,2025-06-26,2025-06-29,3,Asia/Manila,legacy_excel_export,Currency conversion not yet standardized.
GM-01296,in-store,CUST-000409,Björk Miller,bjrk.miller711@gmai.com,ORD-KCHUG86Y,In-Store,Björk Miller,20.0,,Germany,Electronics,,415.0,6.0,0.22,1.62,Debit Card,Returned/Refunded,,1.0,481,11,1,297.86,At Risk,2024-09-04,,,EST,legacy_excel_export,Duplicate order records possible due to API retry.
GM-01457,Web ,CUST-000239,Ava Gonzales,ava.gonzales828@hotmail.com,ORD-PSWYKDEJ,Web,Ava Gonzales,71.0,Female,,Home & Kitchen,1.0,45.46,28.9,,1930.0,Apple Pay,Completed,0,3.0,191,18,1,462.77,VIP,2024-01-29,2024-02-29,31,EST,batch_B_latin1,Currency conversion not yet standardized.
GM-00811,partner-api,CUST-000063,Paulo O’Connor,paulo.oconnor188@yahoo.com,ORD-3XK67TJB,Partner-API,Paulo O'Connor,72.0,Prefer not to say,Philippines,Sports & Fitness,2.0,4594.67,6.3,,7.348,Bank Transfer,Cancelled,0,4.0,540,10,,8.43,At Risk,2025-10-25,2025-11-17,23,CET,batch_B_latin1,Dates came from mixed regional settings.
GM-01470,Store,CUST-000627,Chloe Cruz,chloe.cruz72@example..com,ORD-MT0TX5FN,In-Store,Chloe Cruz,,,Australia,Electronics,2.0,626.07,10.1,11.01,6.056,Bank Transfer,Completed,0,5.0,713,9,0,241.87,New,2026-02-10,2026-02-24,14,America/New_York,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01062,Store,CUST-000134,Noah Dubois,noah.dubois764@example..com,ORD-N5PNNOJU,In-Store,Noah Dubois,45.0,Male,France,Books & Media,3.0,23.83,23.5,0.31,5.529,Bank Transfer,Completed,0,1.0,699,6,0,285.37,Loyal,2024-09-20,2024-10-05,15,EST,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00213,call centre,CUST-000163,Olivia Gonzales,olivia.gonzales841@outlook.com,ORD-W6YQEF86,Call Center,Olivia Gonzales,5.0,,,,1.0,59.09,16.4,1.35,0.12,GCash,Cancelled,0,1.0,548,18,0,628.34,VIP,2024-03-19,2024-04-16,28,,batch_B_latin1,
GM-00440,call centre,CUST-000030,Siti Davis,siti.davis126@outlook.com,ORD-WUOAGPUW,Call Center,Siti Davis,76.0,,Canada,Books & Media,1.0,78.11,3.0,0.91,1188.0,Apple Pay,Returned/Refunded,,1.0,76,22,1,300.15,At Risk,,2026-01-19,,EST,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-01337,APP,CUST-000301,Ava Cruz,ava.cruz448@gmai.com,,Mobile App,Ava Cruz,20.0,Male,Canada,Electronics,3.0,285.54,13.6,20.93,5.15,Cash on Delivery,Completed,0,3.0,122,25,1,1389.36,VIP,2024-11-03,2024-12-02,29,UTC+8,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-00573,marketplace,CUST-001099,Ana Dubois,ana.dubois199@gmai.com,ORD-53YFC7LV,Marketplace,Ana Dubois,58.0,,Canada,Fashion & Apparel,2.0,155.86,5.6,17.69,2.819,Bank Transfer,Pending,,5.0,736,2,0,505.92,,2025-01-08,2025-01-17,9,EST,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-01151,APP,CUST-000636,Chloé O’Connor,chlo.oconnor@yahoocom,ORD-KBC69PSC,Mobile App,Chloé O'Connor,16.0,Female,United States,Sports & Fitness,20.0,252.91,11.1,12.02,2.318,Credit Card,Returned/Refunded,,1.0,604,0,1,1251.79,At Risk,2025-06-18,,,PST,batch_C_windows1252,Currency conversion not yet standardized.
GM-01212,Store,CUST-000331,Paulo Miller,paulo.miller404@yahoo.com,ORD-XB49TA0J,In-Store,Paulo Miller,26.0,Female,Germany,Sports & Fitness,,40.85,18.3,11.74,6.848,PayPal,Completed,,3.0,369,,0,353.7,Occasional,2024-09-06,,,JST,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-01685,in-store,CUST-001013,Liam Gonzales,liam.gonzales17@yahoo.com,ORD-KL3LV6V4,In-Store,Liam Gonzales,53.0,Female,Singapore,Fashion & Apparel,1.0,85.92,7.4,2.56,0.177,Bank Transfer,Shipped,0,3.0,483,15,2,41.03,New,2025-07-16,2025-08-07,22,,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01110,WEB,CUST-000455,Yuki Müller,yuki.mller367@outlook.com,ORD-URVGPVBT,Web,Yuki Müller,53.0,Male,,Fashion & Apparel,2.0,154.64,16.2,7.76,7.489,Bank Transfer,Completed,0,,517,12,,638.71,Occasional,2026-03-09,2026-04-02,24,,batch_A_utf8,Dates came from mixed regional settings.
GM-01162,Store,CUST-000663,Mateo Schneider,mateo.schneider528@yahoo.com,ORD-T9T77J2Q,In-Store,Mateo Schneider,69.0,Female,France,Electronics,1.0,772.06,3.4,27.91,6.604,GCash,Returned/Refunded,,1.0,432,12,0,1173.91,Occasional,2024-03-23,2024-04-05,13,AEST,batch_B_latin1,Dates came from mixed regional settings.
GM-01502,Call Center,CUST-000330,Noah Kim,noah.kim10@example..com,ORD-WG7HSQUL,Call Center,Noah Kim,50.0,,Switzerland,Fashion & Apparel,2.0,66.92,1.9,8.97,7.705,Credit Card,Failed,0,3.0,865,12,1,149.48,Loyal,2026-03-15,2026-04-06,22,AEST,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01115,partner-api,CUST-000531,Lucas HernÃ¡ndez,lucas.hernndez670@outlook.com,ORD-T0E77YL3,Partner-API,Lucas Hernández,33.0,Male,Singapore,Fashion & Apparel,2.0,,11.0,25.38,3.639,Debit Card,Completed,0,5.0,379,,0,53.46,Occasional,2026-01-28,2026-02-25,28,CET,api_stream_v2,Currency conversion not yet standardized.
GM-00413,Call Center,CUST-000941,,franois.johnson361@company.com,ORD-POQSYK1Y,Call Center,,55.0,Non-Binary,Singapore,Books & Media,1.0,45.82,19.3,44.57,0.855,Bank Transfer,Completed,0,1.0,618,14,0,0.0,Occasional,2025-02-03,2025-03-05,30,EST,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01243,WEB,CUST-001310,Lucas Reyes,lucas.reyes270@gmai.com,ORD-DD5VF9Y9,Web,Lucas Reyes,58.0,Male,France,Books & Media,10.0,5.27,0.4,4.41,6.865,Credit Card,Failed,0,4.0,86,23,0,1215.96,Loyal,2025-03-01,,,,legacy_excel_export,Duplicate order records possible due to API retry.
GM-00885,APP,CUST-000436,SOFIA HERNÁNDEZ,sofia.hernndez297@hotmail.com,ORD-QSYW75DR,Mobile App,SOFIA HERNÁNDEZ,71.0,Non-Binary,Germany,Health & Beauty,1.0,116.71,6.2,10.78,,PayPal,Completed,0,2.0,330,7,0,680.5,Loyal,2024-10-06,2024-11-08,33,,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00188,call centre,CUST-000620,Liam O’Connor,liam.oconnor866@yahoo.com,ORD-C434DT6U,Call Center,Liam O'Connor,27.0,Female,Germany,Sports & Fitness,,222.45,25.2,4.75,2.047,Apple Pay,Completed,0,,622,17,1,1490.35,Occasional,2025-12-03,,,Asia/Manila,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00436,Call Center,,Amina Schneider,amina.schneider228@yahoo.com,ORD-T5CVTZ4P,Call Center,Amina Schneider,37.0,,Canada,Health & Beauty,1.0,127.92,1.8,26.26,1.01,Debit Card,Completed,0,,9999,18,2,720.09,VIP,2025-05-07,2025-05-25,18,,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00021,Partner API,CUST-001229,Mia Santos,mia.santos303@yahoo.com,ORD-DEJ31GYM,Partner-API,Mia Santos,39.0,,Singapore,Health & Beauty,1.0,130.64,23.5,29.82,5.53,Apple Pay,Completed,,3.0,273,8,0,15.41,Loyal,,2025-11-08,,GMT+1,batch_A_utf8,
GM-01475,marketplace,CUST-000706,Sofia Mendoza,sofia.mendoza371@example..com,ORD-I6EM6YD1,Marketplace,Sofia Mendoza,27.0,Non-Binary,France,Electronics,5.0,645.76,4.3,1.74,1.19,Cash on Delivery,Returned/Refunded,,2.0,656,8,0,167.55,Loyal,2024-09-08,2024-09-08,0,,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00129,APP,CUST-000820,Lucas FranÃ§ois,lucas.franois447@company.com,ORD-YH5HOA7W,Mobile App,Lucas François,30.0,Non-Binary,France,Fashion & Apparel,1.0,185.65,15.5,27.64,1.34,Apple Pay,Shipped,0,,476,2,2,1319.78,Occasional,2026-06-20,2026-07-22,32,PST,batch_B_latin1,Some returns are recorded only in support tickets.
